subject,qname,own,meta,qtext,actual,confidence
R_8pEvtwEvmKnJ7Nf,norway,1,0.5,Norway separated from Sweden in the 20th Century,1,0.5
R_8pEvtwEvmKnJ7Nf,baikal,1,0.5,Lake Baikal is the deepest lake in the world.,1,0.5
R_8pEvtwEvmKnJ7Nf,billy,0,0.5,Billy the Kid never actually shot anyone dead,0,0.5
R_8pEvtwEvmKnJ7Nf,cyprus,0,0.5,Cyprus is the only country to depict its map on its flag,0,0.5
R_8pEvtwEvmKnJ7Nf,Beijing,1,0.5,Shanghai has a greater population than Beijing,1,0.6
R_8pEvtwEvmKnJ7Nf,Borneo,1,0.5,The island of Borneo is occupied by three countries,1,0.5
R_8pEvtwEvmKnJ7Nf,churchil,1,0.5,Sir Winston churchil was a Labour Prime Minister,0,0.5
R_8pEvtwEvmKnJ7Nf,einstein,0,0.5,Albert Einstein never won a Nobel Prize in Physics,0,0.9
R_8pEvtwEvmKnJ7Nf,fluffy,1,0.7,There is no German word meaning 'fluffy',0,0.7
R_8pEvtwEvmKnJ7Nf,hydrogen,0,0.5,"When Hydrogen nuclei fuse, total mass decreases",1,0.5
R_8pEvtwEvmKnJ7Nf,indiana,1,0.5,"Of all the American state flags, Indiana's has the most stars.",0,0.5
R_8pEvtwEvmKnJ7Nf,euro,1,0.9,The currency of Switzerland is the Euro,0,0.9
R_8pEvtwEvmKnJ7Nf,Georgia,1,0.5,Abkhazia is a disputed territory in Georgia.,1,0.6
R_8pEvtwEvmKnJ7Nf,brass,0,0.5,Brass is an alloy of Copper and Mercury,0,0.5
R_8pEvtwEvmKnJ7Nf,faroe,1,0.5,The Faroe Islands are an Icelandic territory.,0,0.5
R_8pEvtwEvmKnJ7Nf,french,0,0.3,There are more native Japanese speakers than native French speakers,1,0.8
R_8pEvtwEvmKnJ7Nf,andes,1,0.7,Part of the Andes mountain range is in Brazil.,0,0.9
R_8pEvtwEvmKnJ7Nf,aorta,0,0.5,The aorta is a vein,0,0.9
R_8pEvtwEvmKnJ7Nf,bigben,0,0.15,The White House was built before Big Ben,1,0.9
R_8pEvtwEvmKnJ7Nf,Greek,1,0.5,There are 24 letters in the Greek alphabet,1,0.5
R_8pEvtwEvmKnJ7Nf,birm,1,0.7,"Birmingham, Alabama has a larger population than Birmingham, UK.",0,0.9
R_8pEvtwEvmKnJ7Nf,kyrgyz,1,0.5,More people speak Kyrgyz than Uzbek,0,0.5
R_8pEvtwEvmKnJ7Nf,leptons,1,0.5,Leptons are made up of quarks,0,0.5
R_8pEvtwEvmKnJ7Nf,macbeth,0,0.5,William Wallace lived before King Macbeth,0,0.5
R_8pEvtwEvmKnJ7Nf,iberian,1,0.5,Croatia is on the Iberian Peninsula.,0,0.6
R_8pEvtwEvmKnJ7Nf,nero,1,0.5,Nero was the first Roman Emperor,0,0.5
R_8pEvtwEvmKnJ7Nf,rome,1,0.5,The Magna Carta was signed in Rome,0,0.5
R_8pEvtwEvmKnJ7Nf,sahara,0,0.25,The Sahara Desert has a greater area than USA,0,0.8
R_8pEvtwEvmKnJ7Nf,cow,1,0.5,'Cheval' is French for 'cow',0,0.5
R_8pEvtwEvmKnJ7Nf,Tin,1,0.5,The chemical symbol for Tin is Sn,1,0.5
R_8pEvtwEvmKnJ7Nf,widow,1,0.5,Napoleon Bonaparte's first wife was a widow,1,0.5
R_8pEvtwEvmKnJ7Nf,rocket,0,0.5,Stephenson's Rocket was the first steam locomotive,0,0.5
R_8pEvtwEvmKnJ7Nf,nitrogen,1,0.6,Earth's atmosphere is mostly Nitrogen,1,0.6
R_8pEvtwEvmKnJ7Nf,riverSA,0,0.5,The Rub' al Khali is the longest river in Saudi Arabia.,0,0.5
R_8pEvtwEvmKnJ7Nf,vjday,0,0.5,VJ Day occurred prior to VE Day,0,0.5
R_8pEvtwEvmKnJ7Nf,landl,1,0.4,Paraguay is a landlocked country.,1,0.5
R_8pEvtwEvmKnJ7Nf,louis,1,0.5,Marie Antoinette was married to Louis XVI,1,0.5
R_8pEvtwEvmKnJ7Nf,uranus,0,0.05,Uranus is bigger than Saturn,0,1
R_8pEvtwEvmKnJ7Nf,death,1,0.5,Socrates was sentenced to death,1,0.5
R_8pEvtwEvmKnJ7Nf,Rosetta,1,0.5,The Rosetta Stone contains an Ancient Greek section,1,0.5
R_8pEvtwEvmKnJ7Nf,anagram,1,0.5,There are no single word anagrams of the word 'anagram',1,0.5
R_8pEvtwEvmKnJ7Nf,dot,1,0.5,The dot above an 'i' or 'j' is called a 'tittle',1,0.5
R_8pEvtwEvmKnJ7Nf,iron,0,0.3,The Iron Age comes after the Bronze Age,1,0.8
R_8pEvtwEvmKnJ7Nf,custer,1,0.5,Custer was defeated at Little Bighorn,1,0.5
R_8pEvtwEvmKnJ7Nf,newz,1,0.5,Wellington is located on New Zealand's North Island.,1,0.5
R_8pEvtwEvmKnJ7Nf,Ocean,1,0.65,The Indian Ocean is the third largest ocean in the world,1,0.8
R_8pEvtwEvmKnJ7Nf,Berlin,1,0.7,The Berlin Wall was constructed by East Germany,1,0.8
R_8pEvtwEvmKnJ7Nf,africa,1,0.5,There are more countries in Africa than Asia,1,0.7
R_8pEvtwEvmKnJ7Nf,lincoln,0,0.5,Schuyler Colfax was Abraham Lincoln's Vice President,0,0.5
R_8pEvtwEvmKnJ7Nf,atlantic,0,0.5,Columbus crossed the Atlantic in the Mary Rose,0,0.5
R_8pEvtwEvmKnJ7Nf,femur,1,0.8,The longest bone in the human body is the femur,1,0.9
R_8pEvtwEvmKnJ7Nf,year,1,0.9,A lightyear is a unit of distance,1,0.9
R_8pEvtwEvmKnJ7Nf,Memphis,1,0.8,Memphis is the state capital of Tennessee,0,0.9
R_XHhcWpIItZMKAzn,station,1,0.63,Grand Central in New York is the world's most used train station.,0,0.6
R_XHhcWpIItZMKAzn,letters,1,0.98,There are more 5 letter words than 12 letter words,0,0.9
R_XHhcWpIItZMKAzn,japan,1,0.62,Japan has the world's highest life expectancy,0,0.6
R_XHhcWpIItZMKAzn,kili,1,0.9,Mount Kilimanjaro is higher than Denali,0,0.8
R_XHhcWpIItZMKAzn,nile,1,0.79,The Nile River is more than double the length of the Volga,0,0.7
R_XHhcWpIItZMKAzn,muon,1,0.67,A muon has negative electric charge,1,0.5
R_XHhcWpIItZMKAzn,insects,1,0.98,Centipedes are considered insects,0,0.9
R_XHhcWpIItZMKAzn,jhb,1,0.88,Johannesburg is one of South Africa's three capital cities,0,0.8
R_XHhcWpIItZMKAzn,wu,0,0.4,More people speak Wu Chinese than Cantonese,1,0.6
R_XHhcWpIItZMKAzn,living,0,0.15,More living languages originate in N/S America than Europe,1,0.9
R_XHhcWpIItZMKAzn,mozam,0,0.28,Portuguese is the official language of Mozambique,1,0.8
R_XHhcWpIItZMKAzn,red,0,0.45,Red is higher frequency light than Blue,0,0.6
R_XHhcWpIItZMKAzn,russian,1,0.7,The Russian Cyrillic alphabet contains 29 letters,0,0.6
R_XHhcWpIItZMKAzn,eggs,1,0.55,A monotreme is a mammal which lays eggs,1,0.6
R_XHhcWpIItZMKAzn,ecuador,1,0.9,The point furthest from Earth's center is in Ecuador.,1,0.8
R_XHhcWpIItZMKAzn,jupiter,1,0.8,Jupiter was first discovered by Galileo Galilei,0,0.7
R_XHhcWpIItZMKAzn,Boer,1,0.64,The Crimean War was fought before the Boer Wars,1,0.6
R_XHhcWpIItZMKAzn,moldova,0,0.66,Transnistria is a disputed territory in Moldova,1,0.5
R_XHhcWpIItZMKAzn,alex,1,0.71,Alexander the Great became Pharaoh of Egypt,1,0.7
R_XHhcWpIItZMKAzn,leg,0,0.48,Blackbeard had a wooden leg,0,0.6
R_XHhcWpIItZMKAzn,alpha,1,0.5,An alpha particle is identical to a helium nucleus,1,0.6
R_XHhcWpIItZMKAzn,china,0,0.25,China borders the same number of countries as Russia,1,0.7
R_XHhcWpIItZMKAzn,constant,0,0.52,Avogadro's constant is greater than Planck's constant,1,0.5
R_XHhcWpIItZMKAzn,joan,1,0.61,Joan of Arc fought at the Battle of Agincourt,0,0.6
R_XHhcWpIItZMKAzn,nigeria,0,0.6,Nigeria is the country with most indigenous languages,0,0.5
R_XHhcWpIItZMKAzn,zip,1,0.76,The Empire State Building has its own zip code.,1,0.7
R_XHhcWpIItZMKAzn,khan,0,0.62,Genghis Khan's real name was Temujin,1,0.6
R_XHhcWpIItZMKAzn,norway,1,0.58,Norway separated from Sweden in the 20th Century,1,0.6
R_XHhcWpIItZMKAzn,baikal,1,0.61,Lake Baikal is the deepest lake in the world.,1,0.6
R_XHhcWpIItZMKAzn,billy,0,0.2,Billy the Kid never actually shot anyone dead,0,0.9
R_XHhcWpIItZMKAzn,cyprus,0,0.58,Cyprus is the only country to depict its map on its flag,0,0.6
R_XHhcWpIItZMKAzn,Beijing,1,0.55,Shanghai has a greater population than Beijing,1,0.7
R_XHhcWpIItZMKAzn,Borneo,0,0.41,The island of Borneo is occupied by three countries,1,0.6
R_XHhcWpIItZMKAzn,churchil,1,0.84,Sir Winston churchil was a Labour Prime Minister,0,0.8
R_XHhcWpIItZMKAzn,einstein,0,0.1,Albert Einstein never won a Nobel Prize in Physics,0,0.9
R_XHhcWpIItZMKAzn,fluffy,0,0.7,There is no German word meaning 'fluffy',0,0.6
R_XHhcWpIItZMKAzn,hydrogen,0,0.7,"When Hydrogen nuclei fuse, total mass decreases",1,0.6
R_XHhcWpIItZMKAzn,indiana,0,0.4,"Of all the American state flags, Indiana's has the most stars.",0,0.7
R_XHhcWpIItZMKAzn,euro,1,0.82,The currency of Switzerland is the Euro,0,0.8
R_XHhcWpIItZMKAzn,Georgia,1,0.5,Abkhazia is a disputed territory in Georgia.,1,0.5
R_XHhcWpIItZMKAzn,brass,0,0.59,Brass is an alloy of Copper and Mercury,0,0.8
R_XHhcWpIItZMKAzn,faroe,1,0.58,The Faroe Islands are an Icelandic territory.,0,0.5
R_XHhcWpIItZMKAzn,french,1,0.8,There are more native Japanese speakers than native French speakers,1,0.7
R_XHhcWpIItZMKAzn,andes,1,0.83,Part of the Andes mountain range is in Brazil.,0,0.7
R_XHhcWpIItZMKAzn,aorta,0,0.3,The aorta is a vein,0,0.9
R_XHhcWpIItZMKAzn,bigben,0,0.37,The White House was built before Big Ben,1,0.7
R_XHhcWpIItZMKAzn,Greek,0,0.6,There are 24 letters in the Greek alphabet,1,0.7
R_XHhcWpIItZMKAzn,birm,1,0.65,"Birmingham, Alabama has a larger population than Birmingham, UK.",0,0.6
R_XHhcWpIItZMKAzn,kyrgyz,0,0.55,More people speak Kyrgyz than Uzbek,0,0.6
R_XHhcWpIItZMKAzn,leptons,0,0.51,Leptons are made up of quarks,0,0.6
R_XHhcWpIItZMKAzn,macbeth,1,0.65,William Wallace lived before King Macbeth,0,0.7
R_XHhcWpIItZMKAzn,iberian,1,0.6,Croatia is on the Iberian Peninsula.,0,0.6
R_XHhcWpIItZMKAzn,nero,1,0.85,Nero was the first Roman Emperor,0,0.8
R_XHhcWpIItZMKAzn,rome,1,0.75,The Magna Carta was signed in Rome,0,0.7
R_XHhcWpIItZMKAzn,sahara,1,0.75,The Sahara Desert has a greater area than USA,0,0.7
R_XHhcWpIItZMKAzn,cow,0,0.53,'Cheval' is French for 'cow',0,0.6
R_XHhcWpIItZMKAzn,Tin,1,0.8,The chemical symbol for Tin is Sn,1,0.7
R_XHhcWpIItZMKAzn,widow,0,0.32,Napoleon Bonaparte's first wife was a widow,1,0.7
R_XHhcWpIItZMKAzn,rocket,0,0.35,Stephenson's Rocket was the first steam locomotive,0,0.6
R_XHhcWpIItZMKAzn,nitrogen,1,0.72,Earth's atmosphere is mostly Nitrogen,1,0.9
R_XHhcWpIItZMKAzn,riverSA,1,0.58,The Rub' al Khali is the longest river in Saudi Arabia.,0,0.5
R_XHhcWpIItZMKAzn,vjday,1,0.68,VJ Day occurred prior to VE Day,0,0.5
R_XHhcWpIItZMKAzn,landl,1,0.77,Paraguay is a landlocked country.,1,0.7
R_XHhcWpIItZMKAzn,louis,1,0.84,Marie Antoinette was married to Louis XVI,1,0.7
R_XHhcWpIItZMKAzn,uranus,1,0.72,Uranus is bigger than Saturn,0,0.8
R_XHhcWpIItZMKAzn,death,0,0.4,Socrates was sentenced to death,1,0.7
R_XHhcWpIItZMKAzn,Rosetta,0,0.65,The Rosetta Stone contains an Ancient Greek section,1,0.6
R_XHhcWpIItZMKAzn,anagram,1,0.57,There are no single word anagrams of the word 'anagram',1,0.6
R_XHhcWpIItZMKAzn,dot,0,0.59,The dot above an 'i' or 'j' is called a 'tittle',1,0.6
R_XHhcWpIItZMKAzn,iron,1,0.7,The Iron Age comes after the Bronze Age,1,0.8
R_XHhcWpIItZMKAzn,custer,1,0.9,Custer was defeated at Little Bighorn,1,0.8
R_XHhcWpIItZMKAzn,newz,0,0.6,Wellington is located on New Zealand's North Island.,1,0.6
R_XHhcWpIItZMKAzn,Ocean,1,0.73,The Indian Ocean is the third largest ocean in the world,1,0.7
R_XHhcWpIItZMKAzn,Berlin,0,0.25,The Berlin Wall was constructed by East Germany,1,0.7
R_XHhcWpIItZMKAzn,africa,1,0.75,There are more countries in Africa than Asia,1,0.7
R_XHhcWpIItZMKAzn,lincoln,0,0.22,Schuyler Colfax was Abraham Lincoln's Vice President,0,0.8
R_XHhcWpIItZMKAzn,atlantic,0,0.12,Columbus crossed the Atlantic in the Mary Rose,0,0.9
R_XHhcWpIItZMKAzn,femur,1,0.97,The longest bone in the human body is the femur,1,0.9
R_XHhcWpIItZMKAzn,year,1,0.88,A lightyear is a unit of distance,1,0.9
R_XHhcWpIItZMKAzn,Memphis,0,0.3,Memphis is the state capital of Tennessee,0,0.8
R_YQwLLagQ5p09gSB,station,1,0.68,Grand Central in New York is the world's most used train station.,0,0.8
R_YQwLLagQ5p09gSB,letters,1,0.35,There are more 5 letter words than 12 letter words,0,0.5
R_YQwLLagQ5p09gSB,japan,1,0.75,Japan has the world's highest life expectancy,0,0.8
R_YQwLLagQ5p09gSB,kili,1,0.7,Mount Kilimanjaro is higher than Denali,0,0.7
R_YQwLLagQ5p09gSB,nile,1,0.15,The Nile River is more than double the length of the Volga,0,0.5
R_YQwLLagQ5p09gSB,muon,1,0.45,A muon has negative electric charge,1,0.5
R_YQwLLagQ5p09gSB,insects,0,0.45,Centipedes are considered insects,0,0.7
R_YQwLLagQ5p09gSB,jhb,1,0.66,Johannesburg is one of South Africa's three capital cities,0,0.7
R_YQwLLagQ5p09gSB,wu,1,0.4,More people speak Wu Chinese than Cantonese,1,0.5
R_YQwLLagQ5p09gSB,living,0,0.59,More living languages originate in N/S America than Europe,1,0.6
R_YQwLLagQ5p09gSB,mozam,0,0.36,Portuguese is the official language of Mozambique,1,0.7
R_YQwLLagQ5p09gSB,red,1,0.56,Red is higher frequency light than Blue,0,0.6
R_YQwLLagQ5p09gSB,russian,0,0.35,The Russian Cyrillic alphabet contains 29 letters,0,0.5
R_YQwLLagQ5p09gSB,eggs,0,0.25,A monotreme is a mammal which lays eggs,1,0.6
R_YQwLLagQ5p09gSB,ecuador,0,0.22,The point furthest from Earth's center is in Ecuador.,1,0.5
R_YQwLLagQ5p09gSB,jupiter,1,0.65,Jupiter was first discovered by Galileo Galilei,0,0.8
R_YQwLLagQ5p09gSB,Boer,1,0.6,The Crimean War was fought before the Boer Wars,1,0.5
R_YQwLLagQ5p09gSB,moldova,0,0.45,Transnistria is a disputed territory in Moldova,1,0.5
R_YQwLLagQ5p09gSB,alex,0,0.12,Alexander the Great became Pharaoh of Egypt,1,0.9
R_YQwLLagQ5p09gSB,leg,1,0.6,Blackbeard had a wooden leg,0,0.6
R_YQwLLagQ5p09gSB,alpha,0,0.45,An alpha particle is identical to a helium nucleus,1,0.5
R_YQwLLagQ5p09gSB,china,0,0.15,China borders the same number of countries as Russia,1,1
R_YQwLLagQ5p09gSB,constant,0,0.48,Avogadro's constant is greater than Planck's constant,1,0.5
R_YQwLLagQ5p09gSB,joan,1,0.51,Joan of Arc fought at the Battle of Agincourt,0,0.6
R_YQwLLagQ5p09gSB,nigeria,0,0.35,Nigeria is the country with most indigenous languages,0,0.7
R_YQwLLagQ5p09gSB,zip,1,0.65,The Empire State Building has its own zip code.,1,0.7
R_YQwLLagQ5p09gSB,khan,0,0.55,Genghis Khan's real name was Temujin,1,0.5
R_YQwLLagQ5p09gSB,norway,1,0.65,Norway separated from Sweden in the 20th Century,1,0.5
R_YQwLLagQ5p09gSB,baikal,1,0.31,Lake Baikal is the deepest lake in the world.,1,0.5
R_YQwLLagQ5p09gSB,billy,1,0.55,Billy the Kid never actually shot anyone dead,0,0.5
R_YQwLLagQ5p09gSB,cyprus,0,0.35,Cyprus is the only country to depict its map on its flag,0,0.5
R_YQwLLagQ5p09gSB,Beijing,0,0.02,Shanghai has a greater population than Beijing,1,1
R_YQwLLagQ5p09gSB,Borneo,1,0.5,The island of Borneo is occupied by three countries,1,0.5
R_YQwLLagQ5p09gSB,churchil,0,0.35,Sir Winston churchil was a Labour Prime Minister,0,0.7
R_YQwLLagQ5p09gSB,einstein,0,0.2,Albert Einstein never won a Nobel Prize in Physics,0,0.7
R_YQwLLagQ5p09gSB,fluffy,0,0.25,There is no German word meaning 'fluffy',0,0.5
R_YQwLLagQ5p09gSB,hydrogen,0,0.35,"When Hydrogen nuclei fuse, total mass decreases",1,0.5
R_YQwLLagQ5p09gSB,indiana,0,0.15,"Of all the American state flags, Indiana's has the most stars.",0,0.8
R_YQwLLagQ5p09gSB,euro,1,0.65,The currency of Switzerland is the Euro,0,0.6
R_YQwLLagQ5p09gSB,Georgia,0,0.5,Abkhazia is a disputed territory in Georgia.,1,0.5
R_YQwLLagQ5p09gSB,brass,0,0.44,Brass is an alloy of Copper and Mercury,0,0.6
R_YQwLLagQ5p09gSB,faroe,0,0.5,The Faroe Islands are an Icelandic territory.,0,0.5
R_YQwLLagQ5p09gSB,french,1,0.5,There are more native Japanese speakers than native French speakers,1,0.5
R_YQwLLagQ5p09gSB,andes,0,0.35,Part of the Andes mountain range is in Brazil.,0,0.7
R_YQwLLagQ5p09gSB,aorta,1,0.65,The aorta is a vein,0,0.5
R_YQwLLagQ5p09gSB,bigben,1,0.5,The White House was built before Big Ben,1,0.5
R_YQwLLagQ5p09gSB,Greek,1,0.55,There are 24 letters in the Greek alphabet,1,1
R_YQwLLagQ5p09gSB,birm,1,0.56,"Birmingham, Alabama has a larger population than Birmingham, UK.",0,0.7
R_YQwLLagQ5p09gSB,kyrgyz,0,0.2,More people speak Kyrgyz than Uzbek,0,0.8
R_YQwLLagQ5p09gSB,leptons,0,0.5,Leptons are made up of quarks,0,0.5
R_YQwLLagQ5p09gSB,macbeth,1,0.55,William Wallace lived before King Macbeth,0,0.6
R_YQwLLagQ5p09gSB,iberian,1,0.62,Croatia is on the Iberian Peninsula.,0,0.6
R_YQwLLagQ5p09gSB,nero,1,0.55,Nero was the first Roman Emperor,0,0.6
R_YQwLLagQ5p09gSB,rome,0,0.29,The Magna Carta was signed in Rome,0,0.6
R_YQwLLagQ5p09gSB,sahara,1,0.61,The Sahara Desert has a greater area than USA,0,0.6
R_YQwLLagQ5p09gSB,cow,0,0.5,'Cheval' is French for 'cow',0,0.5
R_YQwLLagQ5p09gSB,Tin,1,0.9,The chemical symbol for Tin is Sn,1,0.9
R_YQwLLagQ5p09gSB,widow,0,0.52,Napoleon Bonaparte's first wife was a widow,1,0.5
R_YQwLLagQ5p09gSB,rocket,0,0.4,Stephenson's Rocket was the first steam locomotive,0,0.5
R_YQwLLagQ5p09gSB,nitrogen,0,0.55,Earth's atmosphere is mostly Nitrogen,1,0.7
R_YQwLLagQ5p09gSB,riverSA,1,0.55,The Rub' al Khali is the longest river in Saudi Arabia.,0,0.5
R_YQwLLagQ5p09gSB,vjday,0,0.49,VJ Day occurred prior to VE Day,0,0.5
R_YQwLLagQ5p09gSB,landl,1,0.75,Paraguay is a landlocked country.,1,0.5
R_YQwLLagQ5p09gSB,louis,1,0.52,Marie Antoinette was married to Louis XVI,1,0.6
R_YQwLLagQ5p09gSB,uranus,0,0.25,Uranus is bigger than Saturn,0,0.8
R_YQwLLagQ5p09gSB,death,0,0.15,Socrates was sentenced to death,1,0.8
R_YQwLLagQ5p09gSB,Rosetta,0,0.45,The Rosetta Stone contains an Ancient Greek section,1,0.5
R_YQwLLagQ5p09gSB,anagram,0,0.65,There are no single word anagrams of the word 'anagram',1,0.5
R_YQwLLagQ5p09gSB,dot,1,0.75,The dot above an 'i' or 'j' is called a 'tittle',1,0.8
R_YQwLLagQ5p09gSB,iron,1,0.52,The Iron Age comes after the Bronze Age,1,0.5
R_YQwLLagQ5p09gSB,custer,1,0.65,Custer was defeated at Little Bighorn,1,0.7
R_YQwLLagQ5p09gSB,newz,0,0.45,Wellington is located on New Zealand's North Island.,1,0.5
R_YQwLLagQ5p09gSB,Ocean,1,0.71,The Indian Ocean is the third largest ocean in the world,1,0.7
R_YQwLLagQ5p09gSB,Berlin,1,0.6,The Berlin Wall was constructed by East Germany,1,0.6
R_YQwLLagQ5p09gSB,africa,1,0.65,There are more countries in Africa than Asia,1,0.9
R_YQwLLagQ5p09gSB,lincoln,0,0.49,Schuyler Colfax was Abraham Lincoln's Vice President,0,0.6
R_YQwLLagQ5p09gSB,atlantic,0,0.15,Columbus crossed the Atlantic in the Mary Rose,0,0.9
R_YQwLLagQ5p09gSB,femur,1,0.6,The longest bone in the human body is the femur,1,0.5
R_YQwLLagQ5p09gSB,year,1,0.92,A lightyear is a unit of distance,1,0.9
R_YQwLLagQ5p09gSB,Memphis,0,0.4,Memphis is the state capital of Tennessee,0,0.9
R_SJK1m8QxIwZvFq9,station,1,0.78,Grand Central in New York is the world's most used train station.,0,0.8
R_SJK1m8QxIwZvFq9,letters,1,0.8,There are more 5 letter words than 12 letter words,0,0.8
R_SJK1m8QxIwZvFq9,japan,0,0.65,Japan has the world's highest life expectancy,0,0.9
R_SJK1m8QxIwZvFq9,kili,1,0.23,Mount Kilimanjaro is higher than Denali,0,0.7
R_SJK1m8QxIwZvFq9,nile,1,0.77,The Nile River is more than double the length of the Volga,0,0.9
R_SJK1m8QxIwZvFq9,muon,1,0.45,A muon has negative electric charge,1,0.6
R_SJK1m8QxIwZvFq9,insects,1,0.9,Centipedes are considered insects,0,1
R_SJK1m8QxIwZvFq9,jhb,0,0.46,Johannesburg is one of South Africa's three capital cities,0,0.7
R_SJK1m8QxIwZvFq9,wu,0,0.45,More people speak Wu Chinese than Cantonese,1,0.5
R_SJK1m8QxIwZvFq9,living,0,0.65,More living languages originate in N/S America than Europe,1,0.7
R_SJK1m8QxIwZvFq9,mozam,0,0.11,Portuguese is the official language of Mozambique,1,1
R_SJK1m8QxIwZvFq9,red,1,0.89,Red is higher frequency light than Blue,0,0.9
R_SJK1m8QxIwZvFq9,russian,0,0.35,The Russian Cyrillic alphabet contains 29 letters,0,0.5
R_SJK1m8QxIwZvFq9,eggs,1,0.55,A monotreme is a mammal which lays eggs,1,0.5
R_SJK1m8QxIwZvFq9,ecuador,0,0.33,The point furthest from Earth's center is in Ecuador.,1,0.9
R_SJK1m8QxIwZvFq9,jupiter,0,0.79,Jupiter was first discovered by Galileo Galilei,0,0.5
R_SJK1m8QxIwZvFq9,Boer,1,0.55,The Crimean War was fought before the Boer Wars,1,0.8
R_SJK1m8QxIwZvFq9,moldova,0,0.66,Transnistria is a disputed territory in Moldova,1,0.5
R_SJK1m8QxIwZvFq9,alex,0,0.12,Alexander the Great became Pharaoh of Egypt,1,0.5
R_SJK1m8QxIwZvFq9,leg,1,0.77,Blackbeard had a wooden leg,0,1
R_SJK1m8QxIwZvFq9,alpha,0,0.33,An alpha particle is identical to a helium nucleus,1,0.5
R_SJK1m8QxIwZvFq9,china,0,0.6,China borders the same number of countries as Russia,1,0.5
R_SJK1m8QxIwZvFq9,constant,0,0.45,Avogadro's constant is greater than Planck's constant,1,0.6
R_SJK1m8QxIwZvFq9,joan,1,0.55,Joan of Arc fought at the Battle of Agincourt,0,0.8
R_SJK1m8QxIwZvFq9,nigeria,0,0.54,Nigeria is the country with most indigenous languages,0,0.6
R_SJK1m8QxIwZvFq9,zip,1,0.34,The Empire State Building has its own zip code.,1,0.8
R_SJK1m8QxIwZvFq9,khan,1,0.65,Genghis Khan's real name was Temujin,1,0.5
R_SJK1m8QxIwZvFq9,norway,1,0.56,Norway separated from Sweden in the 20th Century,1,0.7
R_SJK1m8QxIwZvFq9,baikal,0,0.43,Lake Baikal is the deepest lake in the world.,1,0.5
R_SJK1m8QxIwZvFq9,billy,0,0.44,Billy the Kid never actually shot anyone dead,0,0.5
R_SJK1m8QxIwZvFq9,cyprus,0,0.12,Cyprus is the only country to depict its map on its flag,0,0.6
R_SJK1m8QxIwZvFq9,Beijing,0,0.34,Shanghai has a greater population than Beijing,1,0.6
R_SJK1m8QxIwZvFq9,Borneo,1,0.34,The island of Borneo is occupied by three countries,1,0.5
R_SJK1m8QxIwZvFq9,churchil,1,0.56,Sir Winston churchil was a Labour Prime Minister,0,0.8
R_SJK1m8QxIwZvFq9,einstein,0,0.54,Albert Einstein never won a Nobel Prize in Physics,0,0.9
R_SJK1m8QxIwZvFq9,fluffy,0,0.65,There is no German word meaning 'fluffy',0,0.6
R_SJK1m8QxIwZvFq9,hydrogen,0,0.56,"When Hydrogen nuclei fuse, total mass decreases",1,0.5
R_SJK1m8QxIwZvFq9,indiana,0,0.5,"Of all the American state flags, Indiana's has the most stars.",0,0.8
R_SJK1m8QxIwZvFq9,euro,0,0.45,The currency of Switzerland is the Euro,0,0.6
R_SJK1m8QxIwZvFq9,Georgia,0,0.23,Abkhazia is a disputed territory in Georgia.,1,0.9
R_SJK1m8QxIwZvFq9,brass,1,0.77,Brass is an alloy of Copper and Mercury,0,0.9
R_SJK1m8QxIwZvFq9,faroe,0,0.44,The Faroe Islands are an Icelandic territory.,0,0.5
R_SJK1m8QxIwZvFq9,french,0,0.44,There are more native Japanese speakers than native French speakers,1,0.8
R_SJK1m8QxIwZvFq9,andes,1,0.65,Part of the Andes mountain range is in Brazil.,0,0.6
R_SJK1m8QxIwZvFq9,aorta,1,0.56,The aorta is a vein,0,0.9
R_SJK1m8QxIwZvFq9,bigben,1,0.55,The White House was built before Big Ben,1,0.8
R_SJK1m8QxIwZvFq9,Greek,1,0.24,There are 24 letters in the Greek alphabet,1,0.6
R_SJK1m8QxIwZvFq9,birm,1,0.46,"Birmingham, Alabama has a larger population than Birmingham, UK.",0,0.7
R_SJK1m8QxIwZvFq9,kyrgyz,1,0.33,More people speak Kyrgyz than Uzbek,0,0.5
R_SJK1m8QxIwZvFq9,leptons,1,0.54,Leptons are made up of quarks,0,0.7
R_SJK1m8QxIwZvFq9,macbeth,0,0.46,William Wallace lived before King Macbeth,0,0.9
R_SJK1m8QxIwZvFq9,iberian,0,0.45,Croatia is on the Iberian Peninsula.,0,0.6
R_SJK1m8QxIwZvFq9,nero,0,0.13,Nero was the first Roman Emperor,0,0.5
R_SJK1m8QxIwZvFq9,rome,1,0.65,The Magna Carta was signed in Rome,0,0.9
R_SJK1m8QxIwZvFq9,sahara,0,0.9,The Sahara Desert has a greater area than USA,0,0.9
R_SJK1m8QxIwZvFq9,cow,0,0.4,'Cheval' is French for 'cow',0,0.5
R_SJK1m8QxIwZvFq9,Tin,0,0.32,The chemical symbol for Tin is Sn,1,0.6
R_SJK1m8QxIwZvFq9,widow,0,0.45,Napoleon Bonaparte's first wife was a widow,1,0.6
R_SJK1m8QxIwZvFq9,rocket,0,0.44,Stephenson's Rocket was the first steam locomotive,0,0.6
R_SJK1m8QxIwZvFq9,nitrogen,0,0.88,Earth's atmosphere is mostly Nitrogen,1,0.9
